generation,continent,pool
99,1,-22804*1 -22752*1 -22708*1 -22704*1 -22692*1 -22684*2 -22616*1 -22440*1 -21972*1 -21908*1 -21560*1 -21540*2 -21496*1 -21428*1 -21396*1 -21288*1 -21160*1 -21128*1 -20964*1 -20840*1 -20628*1 -20620*1 -20452*1 -20272*1 -20196*1 -20140*1 -20100*1 -20040*1 -19612*1 -19500*1 -19328*1 -19128*1 -19020*1 -18908*1 -18844*1 -18832*1 -18252*1 -18088*1 -17964*1 -17928*2 -17924*1 -17876*1 -17784*1 -17776*1 -17708*1 -17620*2 -17532*1 -17520*1 -17388*1 -17276*1 -17232*2 -16924*1 -16868*1 -16732*1 -16708*1 -16680*1 -16464*1 -16388*1 -16320*1 -16264*2 -15176*3 7172*2
100,1,-22804*1 -22704*1 -22688*1 -22684*1 -22660*1 -22640*1 -22616*1 -22596*1 -22440*1 -21972*1 -21560*1 -21540*3 -21496*1 -21428*1 -21396*1 -21288*1 -20976*1 -20964*1 -20840*1 -20628*1 -20620*2 -20452*1 -20272*1 -20196*1 -20040*1 -19996*1 -19612*1 -19500*1 -19376*1 -19128*1 -19020*1 -18908*1 -18888*1 -18844*1 -18832*1 -18252*1 -18064*1 -17928*1 -17924*1 -17876*1 -17800*1 -17784*1 -17776*1 -17708*1 -17620*2 -17552*1 -17532*1 -17520*1 -17276*1 -17232*2 -16924*1 -16764*1 -16732*1 -16708*1 -16680*1 -16664*1 -16464*1 -16320*1 -16264*2 -15412*1 -15176*3 7172*2
101,1,-22804*1 -22704*1 -22684*1 -22660*1 -22640*1 -22616*1 -22516*1 -22408*1 -21720*1 -21684*1 -21560*1 -21540*3 -21496*1 -21428*1 -21396*1 -21288*1 -20976*1 -20964*1 -20840*1 -20628*1 -20620*2 -20452*1 -20196*1 -19920*1 -19832*1 -19612*1 -19500*1 -19376*1 -19128*1 -19020*1 -18908*1 -18888*1 -18832*1 -18764*1 -18252*1 -18064*1 -17924*1 -17920*1 -17820*1 -17800*1 -17784*1 -17776*1 -17708*1 -17620*2 -17612*1 -17552*1 -17532*1 -17520*1 -17232*1 -16924*1 -16888*1 -16708*1 -16680*1 -16668*1 -16664*2 -16520*1 -16320*1 -16264*3 -15412*1 -15176*3 7172*2
102,1,-22804*1 -22704*1 -22684*1 -22660*1 -22640*1 -22616*1 -22408*1 -21720*1 -21684*1 -21572*1 -21560*1 -21540*3 -21496*1 -21396*1 -21288*1 -20840*1 -20772*1 -20652*1 -20628*1 -20620*1 -20352*2 -20320*1 -20176*1 -19920*1 -19832*1 -19376*1 -19128*1 -19108*1 -19020*1 -18908*1 -18868*1 -18764*1 -18564*1 -18264*1 -18252*1 -18064*1 -17924*1 -17920*1 -17820*1 -17800*1 -17784*1 -17776*1 -17708*1 -17620*2 -17612*1 -17532*1 -17520*1 -17232*1 -16924*1 -16908*1 -16888*1 -16708*1 -16680*1 -16668*1 -16664*1 -16520*1 -16320*1 -16264*3 -15732*1 -15412*1 -15176*3 7172*2
103,1,-22704*1 -22684*1 -22660*1 -22640*1 -22616*1 -22496*1 -21808*1 -21720*1 -21684*1 -21560*1 -21540*3 -21496*1 -21396*1 -21288*1 -21016*1 -20772*1 -20628*1 -20620*1 -20352*2 -20320*2 -20164*1 -19964*1 -19920*1 -19832*1 -19128*1 -19096*1 -19020*1 -18964*1 -18908*1 -18868*1 -18764*1 -18264*1 -18252*1 -18064*1 -17924*1 -17920*1 -17908*1 -17820*1 -17784*1 -17708*1 -17620*2 -17612*1 -17564*1 -17520*1 -17232*1 -17112*1 -16964*1 -16924*1 -16908*1 -16888*1 -16708*1 -16668*1 -16664*1 -16520*1 -16320*1 -16264*3 -16188*1 -15732*1 -15412*1 -15176*1 -14876*1 -14500*1 7172*2
104,1,-22704*1 -22660*1 -22640*1 -22616*1 -22496*1 -22484*1 -21808*1 -21696*1 -21684*1 -21560*1 -21540*1 -21528*1 -21496*1 -21396*1 -21288*1 -21140*1 -21016*1 -20772*1 -20620*1 -20352*2 -20320*2 -20232*1 -19920*1 -19832*1 -19396*1 -19376*1 -19128*1 -19096*1 -19020*1 -18868*1 -18864*1 -18764*1 -18652*1 -18184*1 -18064*1 -17924*1 -17920*1 -17908*1 -17820*1 -17708*1 -17652*1 -17620*2 -17564*1 -17520*1 -17444*1 -17232*1 -17068*1 -16964*1 -16924*1 -16908*1 -16888*1 -16708*1 -16520*1 -16468*1 -16424*1 -16320*1 -16264*3 -16188*1 -15656*1 -15576*1 -15412*1 -14876*1 -14500*1 -14456*1 7172*2
105,1,-22704*1 -22660*1 -22616*1 -22496*1 -22484*1 -21808*2 -21684*1 -21560*1 -21552*1 -21540*1 -21528*1 -21496*1 -21288*1 -21028*1 -21016*1 -20772*1 -20620*1 -20596*1 -20352*1 -20320*2 -20232*1 -20096*1 -19920*1 -19832*1 -19376*1 -19128*1 -19096*1 -19020*1 -18884*1 -18864*1 -18764*1 -18664*1 -18652*1 -18088*1 -18064*1 -17924*1 -17920*1 -17908*1 -17708*1 -17652*1 -17620*2 -17564*1 -17520*1 -17500*1 -17380*1 -17068*1 -16964*1 -16924*1 -16908*1 -16888*1 -16708*1 -16520*1 -16488*1 -16468*1 -16424*1 -16320*1 -16264*3 -16188*1 -15576*1 -15188*1 -15120*1 -14456*3 7172*2
106,1,-22704*1 -22616*1 -22496*1 -22484*1 -21884*1 -21808*2 -21684*1 -21560*1 -21552*1 -21540*1 -21508*1 -21496*1 -21288*1 -21028*1 -21016*1 -20772*1 -20620*1 -20596*1 -20352*1 -20320*2 -20232*1 -20096*1 -19752*1 -19376*1 -19364*1 -19020*1 -18864*1 -18764*1 -18652*1 -18496*1 -18408*1 -18188*1 -18164*1 -18064*1 -17956*1 -17920*1 -17908*1 -17800*1 -17652*1 -17620*1 -17564*1 -17500*1 -17352*1 -17344*1 -17276*1 -17132*1 -16964*1 -16924*1 -16888*1 -16876*1 -16708*1 -16520*1 -16488*1 -16468*1 -16320*1 -16268*1 -16264*3 -16188*2 -15232*1 -15188*1 -14456*3 -14300*1 7172*2
107,1,-22616*1 -22496*1 -22484*1 -21984*1 -21884*1 -21808*2 -21560*1 -21508*1 -21496*1 -21288*1 -21208*1 -21064*1 -21028*1 -20940*1 -20620*1 -20596*1 -20452*1 -20408*1 -20320*2 -20216*1 -20096*1 -19220*1 -19208*1 -19052*1 -19020*1 -18864*1 -18764*1 -18652*1 -18608*1 -18496*1 -18188*1 -18164*1 -18076*1 -18064*1 -17956*1 -17920*1 -17800*1 -17652*1 -17620*1 -17564*1 -17408*1 -17352*1 -17344*1 -16924*1 -16888*2 -16876*1 -16744*1 -16724*1 -16708*1 -16564*1 -16520*1 -16488*1 -16468*1 -16320*1 -16268*1 -16264*3 -16188*2 -15232*1 -15188*1 -14456*3 -14300*1 7172*2
108,1,-22616*1 -22496*1 -22484*1 -21984*1 -21884*1 -21640*1 -21560*1 -21508*1 -21496*1 -21452*1 -21288*1 -21064*1 -21028*1 -20620*1 -20596*1 -20496*1 -20452*1 -20440*1 -20320*1 -20216*1 -20096*1 -19796*1 -19684*1 -19208*1 -19052*1 -19020*1 -18864*1 -18784*1 -18608*1 -18588*1 -18452*1 -18188*1 -18076*1 -18064*1 -17956*1 -17920*1 -17764*1 -17652*1 -17620*1 -17564*1 -17552*1 -17408*1 -17388*1 -17352*1 -17344*1 -16924*1 -16888*1 -16876*1 -16852*1 -16724*1 -16564*1 -16520*1 -16488*2 -16352*1 -16320*1 -16268*1 -16264*3 -16188*2 -15988*1 -15232*1 -15188*1 -14456*3 -14300*1 7172*2
109,1,-22484*1 -21984*1 -21884*2 -21840*1 -21508*1 -21496*1 -21372*1 -21208*1 -21160*1 -21064*1 -21028*1 -20596*1 -20516*1 -20496*1 -20452*1 -20440*1 -20320*2 -20216*1 -20096*1 -19796*1 -19208*1 -19052*1 -19020*1 -18940*1 -18784*1 -18608*1 -18588*1 -18452*1 -18188*1 -18088*1 -18076*1 -18064*1 -17956*1 -17776*1 -17652*1 -17620*1 -17564*1 -17408*1 -17388*1 -17352*1 -17256*1 -17076*1 -16956*1 -16924*1 -16888*1 -16852*1 -16844*1 -16724*1 -16564*1 -16520*1 -16488*2 -16352*1 -16264*2 -16188*2 -16176*1 -16008*1 -15988*1 -15524*1 -15232*1 -14988*1 -14456*2 -14300*2 7172*2
110,1,-22384*1 -21984*1 -21884*2 -21840*1 -21496*1 -21408*1 -21372*1 -21208*1 -21160*1 -21064*1 -21028*1 -20452*1 -20320*2 -20240*1 -20216*1 -20064*1 -20028*1 -19888*1 -19796*1 -19696*1 -19208*1 -19052*1 -19020*1 -18940*1 -18784*1 -18588*1 -18288*1 -18252*1 -18188*1 -18064*1 -17876*1 -17800*1 -17776*1 -17652*1 -17620*1 -17564*1 -17408*1 -17388*1 -17352*1 -17288*1 -17256*1 -17076*1 -16956*1 -16924*1 -16688*1 -16564*1 -16512*1 -16488*2 -16388*1 -16352*1 -16264*2 -16188*2 -16176*1 -16152*1 -16008*1 -15988*1 -15688*1 -15524*1 -15232*1 -14988*1 -14456*2 -14300*2 7172*2
111,1,-22384*1 -21984*1 -21884*1 -21840*2 -21496*1 -21408*1 -21372*1 -20928*1 -20828*1 -20472*1 -20452*2 -20320*2 -20240*1 -20216*1 -20064*1 -20028*1 -19888*1 -19796*1 -19208*1 -19076*1 -18940*1 -18832*1 -18784*1 -18588*1 -18408*1 -18288*1 -17988*1 -17900*1 -17876*1 -17800*1 -17776*1 -17652*1 -17564*1 -17508*1 -17408*1 -17388*1 -17352*1 -17288*1 -17276*1 -17256*1 -17076*1 -16956*1 -16924*1 -16512*1 -16488*2 -16352*1 -16264*2 -16188*2 -16176*1 -16152*1 -16008*1 -15988*1 -15808*1 -15688*1 -15676*1 -15524*1 -15520*1 -15232*1 -14988*1 -14456*2 -14300*2 7172*2
112,1,-22384*1 -21884*1 -21840*1 -21796*1 -21596*1 -21408*1 -21372*1 -21152*1 -20472*1 -20452*2 -20320*2 -20240*2 -20216*1 -20064*1 -20028*1 -19928*1 -19888*1 -19208*1 -19076*1 -19016*1 -18940*1 -18784*1 -18640*1 -18588*1 -18408*1 -18288*1 -17988*1 -17900*1 -17876*1 -17776*1 -17652*1 -17564*1 -17476*1 -17408*1 -17388*1 -17352*1 -17288*1 -17276*1 -17256*1 -16920*2 -16732*1 -16632*1 -16356*1 -16352*1 -16264*2 -16232*1 -16188*2 -16176*1 -16152*1 -16020*1 -16008*1 -15956*1 -15808*1 -15676*1 -15524*1 -15520*1 -15232*1 -14988*1 -14920*1 -14456*2 -14300*2 7172*2
113,1,-22384*1 -21884*1 -21372*1 -21152*1 -21128*1 -21032*1 -20828*1 -20472*1 -20452*2 -20320*2 -20240*3 -20064*1 -20028*1 -19928*1 -19888*1 -19728*1 -19108*1 -19076*1 -18784*1 -18640*1 -18588*1 -18376*1 -18288*1 -18184*1 -18000*1 -17988*1 -17900*1 -17876*1 -17776*1 -17564*1 -17520*1 -17476*1 -17408*1 -17388*1 -17352*1 -17288*1 -17276*1 -17256*1 -16920*1 -16632*1 -16476*1 -16356*1 -16308*1 -16264*2 -16232*1 -16188*2 -16176*1 -16152*1 -16064*1 -16020*1 -16008*1 -15956*1 -15808*1 -15676*1 -15524*1 -15520*1 -15232*1 -14988*1 -14756*1 -14456*2 -14300*2 7172*2
114,1,-22028*1 -21884*1 -21372*1 -21152*1 -21128*1 -21032*1 -20828*1 -20472*1 -20452*2 -20320*2 -20240*2 -20028*1 -19964*1 -19928*1 -19764*1 -19728*1 -19652*1 -19044*1 -18876*1 -18588*1 -18340*1 -18288*1 -18276*1 -18264*1 -18184*1 -18000*1 -17988*1 -17900*1 -17876*1 -17776*1 -17564*1 -17520*1 -17476*1 -17408*1 -17388*1 -17352*1 -17276*1 -17252*1 -16920*1 -16568*1 -16520*1 -16476*1 -16308*1 -16264*2 -16188*2 -16152*1 -16100*1 -16064*1 -16020*1 -16008*1 -15956*1 -15676*1 -15524*1 -15520*1 -15476*1 -15432*1 -15320*1 -15020*1 -14988*1 -14756*1 -14456*2 -14300*1 -13600*1 7172*2
115,1,-22028*1 -21496*1 -21372*1 -21152*1 -21128*1 -21032*1 -20828*1 -20472*1 -20452*2 -20320*1 -20240*2 -20084*1 -20028*1 -19964*1 -19928*1 -19764*1 -19728*1 -18908*1 -18676*1 -18564*1 -18476*1 -18340*1 -18288*1 -18264*1 -18184*1 -17988*1 -17976*1 -17876*1 -17776*1 -17668*1 -17608*1 -17564*1 -17476*1 -17408*1 -17276*1 -17096*1 -16920*1 -16908*1 -16700*1 -16568*1 -16520*1 -16408*1 -16264*2 -16188*2 -16152*1 -16100*1 -16064*1 -16020*1 -16008*2 -15956*1 -15908*1 -15520*1 -15476*1 -15444*1 -15320*1 -15276*1 -15088*1 -15020*1 -14988*1 -14756*1 -14456*2 -14300*1 -13600*1 7172*2
116,1,-22028*1 -21372*1 -21152*1 -21128*1 -20964*1 -20828*1 -20472*1 -20452*1 -20320*1 -20296*1 -20240*2 -20084*1 -20028*1 -19964*1 -19928*1 -19796*1 -19764*1 -19728*1 -18908*1 -18676*1 -18564*1 -18476*1 -18288*1 -18184*1 -17988*1 -17976*1 -17908*1 -17876*1 -17808*1 -17668*1 -17608*1 -17408*1 -17276*1 -17132*1 -17096*1 -17076*1 -17064*1 -16908*1 -16700*1 -16520*1 -16408*1 -16264*3 -16188*1 -16152*1 -16100*1 -16064*1 -16020*2 -16008*1 -15956*1 -15908*1 -15608*1 -15520*1 -15444*1 -15176*1 -15120*1 -15088*2 -15020*1 -14988*1 -14944*1 -14456*1 -14300*1 -14100*1 -13864*1 -13600*1 7172*2
117,1,-22028*1 -21372*1 -21152*1 -21128*1 -20964*1 -20828*1 -20472*1 -20452*1 -20320*1 -20296*1 -20240*2 -20084*1 -19964*1 -19928*1 -19764*1 -19728*1 -19528*1 -18908*1 -18764*1 -18676*1 -18564*1 -18476*1 -18184*1 -17976*1 -17908*1 -17808*2 -17680*1 -17668*1 -17608*1 -17408*1 -17188*1 -17096*1 -17076*1 -17064*1 -16908*1 -16700*1 -16620*1 -16440*1 -16408*1 -16264*3 -16188*1 -16132*1 -16100*1 -16020*2 -16008*1 -15956*1 -15908*1 -15520*1 -15176*1 -15120*1 -15088*2 -15020*2 -15000*1 -14976*1 -14800*1 -14456*1 -14432*1 -14300*1 -14276*1 -14056*1 -13864*1 -13600*1 7172*2
118,1,-22028*1 -21152*1 -21128*1 -20828*1 -20472*1 -20452*1 -20364*1 -20320*1 -20308*1 -20296*1 -20240*1 -19964*1 -19928*1 -19764*1 -19728*1 -19548*1 -19528*1 -19472*1 -18908*1 -18564*1 -18476*1 -18308*1 -18184*1 -18164*1 -17908*1 -17808*2 -17796*1 -17680*1 -17516*1 -17408*1 -17096*1 -17076*1 -16920*1 -16908*1 -16876*1 -16700*1 -16620*1 -16452*1 -16440*1 -16408*1 -16264*3 -16188*1 -16132*1 -16100*1 -16020*2 -15764*1 -15756*1 -15608*1 -15520*1 -15176*1 -15088*2 -15020*1 -15000*1 -14976*1 -14952*1 -14800*1 -14656*1 -14432*1 -14300*1 -14276*1 -14056*1 -13652*1 -13600*1 -13400*1 7172*2
119,1,-22028*1 -21152*1 -20828*1 -20528*1 -20472*1 -20364*1 -20320*1 -20308*1 -20296*1 -19928*1 -19896*2 -19852*1 -19764*1 -19728*1 -19528*1 -19304*1 -18908*1 -18788*1 -18564*1 -18308*1 -18184*1 -18164*1 -17808*3 -17484*1 -17408*1 -17252*1 -17096*1 -16976*1 -16876*1 -16864*1 -16732*1 -16700*1 -16664*1 -16620*1 -16456*1 -16452*1 -16440*1 -16264*3 -16188*1 -16132*1 -16020*3 -15764*1 -15756*1 -15608*1 -15520*1 -15320*1 -15088*2 -15020*1 -15000*1 -14976*1 -14952*1 -14800*1 -14656*1 -14544*1 -14300*1 -14276*1 -13788*1 -13652*1 -13632*1 -13600*1 -13400*1 7172*2
120,1,-22028*1 -20572*1 -20528*1 -20472*1 -20364*1 -20320*1 -20248*1 -20196*1 -20164*1 -19928*1 -19896*2 -19852*1 -19764*1 -19528*1 -19308*1 -19304*1 -18908*1 -18788*1 -18564*1 -18308*1 -18064*1 -17808*4 -17408*1 -16984*1 -16940*1 -16876*2 -16864*2 -16732*1 -16700*1 -16664*1 -16520*1 -16452*1 -16440*1 -16264*3 -16188*1 -16132*1 -16020*3 -15920*1 -15764*1 -15608*1 -15520*1 -15320*1 -15108*1 -15088*2 -15020*1 -15000*1 -14976*1 -14952*1 -14800*1 -14656*1 -14544*1 -14276*1 -13788*1 -13720*1 -13632*1 -13600*1 -13400*1 -12964*1 7172*2
121,1,-22028*1 -20472*1 -20364*1 -20320*1 -20248*1 -20208*1 -20196*1 -19928*1 -19908*1 -19896*2 -19852*1 -19628*1 -19528*1 -19304*1 -19240*1 -19040*1 -18788*1 -18564*1 -18308*1 -18132*1 -18064*1 -17808*2 -17120*1 -17052*1 -16984*1 -16876*3 -16864*1 -16844*1 -16732*1 -16700*1 -16664*1 -16452*1 -16440*1 -16264*3 -16132*1 -16088*1 -16020*3 -16000*1 -15944*1 -15920*1 -15732*1 -15608*1 -15520*1 -15320*1 -15108*1 -15088*1 -15020*1 -15000*1 -14976*1 -14888*1 -14800*1 -14656*1 -14388*1 -14276*1 -14200*1 -13788*1 -13720*1 -13608*1 -13600*1 -13400*1 -12964*1 7172*2
122,1,-22028*1 -20472*1 -20364*1 -20284*1 -20248*1 -20208*1 -20196*1 -19928*1 -19908*1 -19896*2 -19852*1 -19628*1 -19528*1 -19304*1 -19240*1 -19040*1 -18628*1 -18108*1 -18084*1 -18064*1 -17820*1 -17808*1 -17052*1 -17032*1 -16984*1 -16876*3 -16864*1 -16844*1 -16664*1 -16576*1 -16452*1 -16440*1 -16264*3 -16164*1 -16020*3 -16000*1 -15988*1 -15976*1 -15920*1 -15732*1 -15608*1 -15520*1 -15512*1 -15232*1 -15132*1 -15108*1 -15088*1 -15020*1 -15000*1 -14976*1 -14388*1 -14276*1 -14244*1 -13908*1 -13900*1 -13788*1 -13720*1 -13608*1 -13600*1 -13576*1 -13400*1 -12964*1 7172*2
123,1,-22028*1 -20364*1 -20284*1 -20248*1 -20208*1 -19996*1 -19928*1 -19908*1 -19896*2 -19816*1 -19720*1 -19628*1 -19528*1 -19304*1 -19040*1 -18864*1 -18628*1 -18108*1 -18084*1 -18064*1 -17820*1 -17732*1 -17052*1 -16984*1 -16932*1 -16876*3 -16844*1 -16576*1 -16452*1 -16440*1 -16264*3 -16156*1 -16020*3 -16000*1 -15920*1 -15888*1 -15732*1 -15652*1 -15520*1 -15512*1 -15420*1 -15276*1 -15232*1 -15108*1 -15088*1 -15020*1 -14976*2 -14932*1 -14632*1 -14388*1 -14276*1 -14244*1 -13900*1 -13788*1 -13720*1 -13600*1 -13576*1 -13400*1 -13188*1 -13088*1 -12964*1 7172*2
124,1,-22028*1 -20364*1 -20248*1 -19996*1 -19972*1 -19928*1 -19908*1 -19896*1 -19816*1 -19720*1 -19716*1 -19628*1 -19528*1 -19372*1 -19304*1 -18752*1 -18704*1 -18496*1 -18108*1 -18064*1 -17820*1 -17732*2 -17052*1 -16984*1 -16876*3 -16576*1 -16452*1 -16440*1 -16432*1 -16296*1 -16264*3 -16156*1 -16020*3 -16000*1 -15920*1 -15888*1 -15732*1 -15652*1 -15520*1 -15512*1 -15420*1 -15276*1 -15232*1 -15108*1 -15020*1 -14976*2 -14932*1 -14788*1 -14388*1 -14276*1 -13932*1 -13788*1 -13720*1 -13600*1 -13576*1 -13532*1 -13400*1 -13188*1 -13088*1 -12988*1 -12964*1 7172*2
125,1,-22028*1 -20364*1 -20248*1 -19996*1 -19972*1 -19928*1 -19908*1 -19896*1 -19816*1 -19720*1 -19716*1 -19628*1 -19472*1 -19372*1 -19304*1 -18704*1 -18300*1 -18064*1 -17820*1 -17732*1 -17388*1 -17276*1 -16920*1 -16876*1 -16856*1 -16568*1 -16552*1 -16452*2 -16440*1 -16432*1 -16296*1 -16264*3 -16156*1 -16076*1 -16020*3 -16000*1 -15888*1 -15652*1 -15520*1 -15512*1 -15420*1 -15244*1 -15232*1 -15188*1 -15108*1 -15020*1 -14976*2 -14932*1 -14788*1 -14776*1 -14388*1 -13932*1 -13788*1 -13764*1 -13720*1 -13532*1 -13488*1 -13464*1 -13400*1 -13188*1 -13088*1 -12988*1 -12964*1 7172*2
126,1,-22028*1 -20016*1 -19996*1 -19972*1 -19928*1 -19908*1 -19896*1 -19816*2 -19720*1 -19716*1 -19628*1 -19472*1 -19372*1 -18576*1 -18520*1 -18516*1 -18300*1 -17820*1 -17496*1 -17276*1 -17212*1 -16920*1 -16876*1 -16868*1 -16856*1 -16568*1 -16452*2 -16440*1 -16432*1 -16364*1 -16264*2 -16076*1 -16020*3 -16000*1 -15912*1 -15888*1 -15676*1 -15652*1 -15544*1 -15520*1 -15512*1 -15420*1 -15244*1 -15188*1 -15108*1 -15020*1 -14976*1 -14932*1 -14788*1 -14764*1 -14424*1 -14388*1 -13932*1 -13788*1 -13776*1 -13764*1 -13532*1 -13488*1 -13464*1 -13400*1 -13188*1 -13088*1 -13068*1 -12988*1 -12964*1 7172*2
127,1,-22028*1 -19996*1 -19972*1 -19928*1 -19908*1 -19896*1 -19816*2 -19720*1 -19716*1 -19628*1 -19472*1 -19428*1 -19372*1 -18576*1 -18520*1 -18516*1 -18300*1 -17820*1 -17476*1 -17276*1 -17212*1 -16920*1 -16856*1 -16812*1 -16620*1 -16568*1 -16452*1 -16440*1 -16264*1 -16156*1 -16132*2 -16076*1 -16020*3 -16000*1 -15720*1 -15676*1 -15652*1 -15600*1 -15544*1 -15520*1 -15420*1 -15400*1 -15244*1 -15188*1 -15108*1 -15020*1 -14976*1 -14944*1 -14932*1 -14788*1 -14764*1 -14176*1 -13932*1 -13788*1 -13776*1 -13764*1 -13732*1 -13532*1 -13488*1 -13400*1 -13188*1 -13088*1 -13068*1 -12964*1 -12756*1 -12212*1 7172*2
128,1,-22028*1 -19996*1 -19972*1 -19928*1 -19896*1 -19816*2 -19728*1 -19720*1 -19716*1 -19628*1 -19372*1 -18940*1 -18828*1 -18528*1 -18520*1 -18516*1 -18300*1 -17476*1 -17232*1 -17212*1 -17100*1 -16920*1 -16856*1 -16812*1 -16620*1 -16568*1 -16452*1 -16440*1 -16264*1 -16132*1 -16124*1 -16076*1 -16020*3 -15864*1 -15776*1 -15676*1 -15556*1 -15544*1 -15452*1 -15420*1 -15188*1 -15164*1 -15144*1 -15108*1 -15044*1 -15020*1 -14976*1 -14944*1 -14932*1 -14820*1 -14788*1 -14764*1 -14176*1 -13932*1 -13788*1 -13776*1 -13732*1 -13532*1 -13488*1 -13400*1 -13188*1 -13176*1 -13088*1 -13068*1 -12320*1 -12256*1 -12212*1 7172*2
129,1,-22028*1 -19996*1 -19972*1 -19928*1 -19896*1 -19816*2 -19728*1 -19720*1 -19716*1 -19372*1 -19172*1 -18940*1 -18828*1 -18528*1 -18516*1 -18272*1 -17212*1 -17132*1 -16920*1 -16896*1 -16856*1 -16812*1 -16620*1 -16568*1 -16440*1 -16432*1 -16264*1 -16132*1 -16124*1 -16108*1 -16020*3 -15864*1 -15820*1 -15776*1 -15632*1 -15556*1 -15544*1 -15452*1 -15420*1 -15164*1 -15144*1 -15120*1 -15108*1 -15044*1 -15020*2 -14944*1 -14932*1 -14820*1 -14788*1 -14232*1 -14000*1 -13944*1 -13932*1 -13788*1 -13732*1 -13624*1 -13488*1 -13400*1 -13188*1 -13176*1 -13100*1 -13088*1 -12832*1 -12256*1 -12212*1 -12044*1 7172*2
130,1,-22028*1 -19952*1 -19928*1 -19896*1 -19816*2 -19740*1 -19728*1 -19720*1 -19716*1 -19372*1 -19172*1 -18940*1 -18828*1 -18528*1 -18516*1 -17212*1 -16984*1 -16920*1 -16896*1 -16856*1 -16812*1 -16672*1 -16620*1 -16568*1 -16440*1 -16432*1 -16132*1 -16108*1 -16020*3 -15864*1 -15820*1 -15776*2 -15708*1 -15632*1 -15556*1 -15544*1 -15452*1 -15420*1 -15120*1 -15108*1 -15044*1 -15020*1 -14964*1 -14944*1 -14932*1 -14820*1 -14788*1 -14488*1 -14476*1 -14232*1 -13944*2 -13932*1 -13656*1 -13624*1 -13488*1 -13400*1 -13188*2 -13176*1 -13100*1 -13088*1 -12832*1 -12044*2 -11500*1 7172*2
131,1,-22028*1 -19952*1 -19928*1 -19896*1 -19816*2 -19740*1 -19720*1 -19716*1 -19372*1 -19284*1 -19172*1 -18940*1 -18828*1 -18528*1 -18516*1 -17212*1 -16984*1 -16920*1 -16896*1 -16856*1 -16812*1 -16620*1 -16440*1 -16432*1 -16132*1 -16108*1 -16088*1 -16020*3 -15932*1 -15864*1 -15776*1 -15708*1 -15632*1 -15556*1 -15544*1 -15488*1 -15420*1 -15120*1 -15108*1 -15044*1 -15020*1 -14964*1 -14944*1 -14932*1 -14844*2 -14820*1 -14788*1 -14488*1 -14476*1 -13944*1 -13932*1 -13844*1 -13656*2 -13624*1 -13488*1 -13188*2 -13176*1 -13100*1 -13032*1 -12832*2 -12044*2 -11456*1 7172*2
132,1,-22028*1 -19952*1 -19928*1 -19896*1 -19816*1 -19740*1 -19720*1 -19716*1 -19472*1 -19372*1 -19284*1 -18940*1 -18828*1 -18628*1 -18228*1 -17884*1 -17212*1 -16920*1 -16856*1 -16812*1 -16740*1 -16432*1 -16320*1 -16132*1 -16088*1 -16044*1 -16020*3 -16000*1 -15932*1 -15776*1 -15720*1 -15644*1 -15632*1 -15556*1 -15544*1 -15488*1 -15420*1 -15164*1 -15120*1 -15044*1 -14964*1 -14944*1 -14932*1 -14844*2 -14820*1 -14788*1 -14576*1 -14488*2 -14476*1 -13912*1 -13844*1 -13676*1 -13656*2 -13624*1 -13488*1 -13188*2 -13176*1 -13100*1 -13032*1 -12832*2 -12044*1 -11456*2 7172*2
133,1,-22028*1 -19928*1 -19896*1 -19772*1 -19740*1 -19720*1 -19472*1 -19372*1 -19284*1 -19272*1 -19008*1 -18940*1 -18628*1 -18560*1 -18228*1 -17144*1 -17076*1 -16920*1 -16856*1 -16812*1 -16740*1 -16344*1 -16320*1 -16132*1 -16044*1 -16020*3 -15820*1 -15776*1 -15644*1 -15632*2 -15556*1 -15544*1 -15532*1 -15488*1 -15420*1 -15188*1 -15164*1 -15120*1 -15044*1 -14964*1 -14944*1 -14932*1 -14844*1 -14788*1 -14764*1 -14588*1 -14488*2 -14476*1 -13988*1 -13888*1 -13844*1 -13676*1 -13656*2 -13624*1 -13488*1 -13188*2 -13176*1 -13100*1 -13032*1 -12832*2 -11456*3 7172*2
134,1,-22028*1 -19928*1 -19896*1 -19772*1 -19740*1 -19720*1 -19472*1 -19372*1 -19284*1 -19008*1 -18940*1 -18560*2 -17952*1 -17132*1 -17108*1 -17076*1 -16920*1 -16856*1 -16812*1 -16320*1 -16132*1 -16064*1 -16020*3 -15832*1 -15776*1 -15632*3 -15556*1 -15544*1 -15488*1 -15432*1 -15212*1 -15188*2 -15164*1 -15120*1 -15044*1 -14964*1 -14944*1 -14932*1 -14764*1 -14588*1 -14488*2 -14476*1 -14368*1 -14232*1 -14032*1 -13988*1 -13888*1 -13844*1 -13676*1 -13656*2 -13588*1 -13488*1 -13188*2 -13100*1 -13032*1 -12832*2 -12488*1 -11456*3 7172*2
